5:OnePixel,
Transient Analysis,
Tue Nov 20 15:10:03 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\OnePixel.cir,
time [sec],v(vdd) [V],v(n1) [V],v(expose) [V],v(n2) [V],v(erase) [V],v(n3) [V],v(nre) [V],v(out) [V],v(mc.drain) [V],v(mc.source) [V],v(mp4.drain) [V],v(mp4.source) [V],v(mp3.drain) [V],v(mp3.source) [V],v(mn2.drain) [V],v(mn2.source) [V],v(mn1.drain) [V],v(mn1.source) [V],i(vnre) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.0240207,1.8,1.97109,0,1.19364,0,1.49623,0,1.49624,1.49624,1.8,1.49623,1.49624,4.05058e-08,1.49623,1.19364,4.00403e-11,1.97109,1.19364,2.05906e-12,-1.02202e-14,-1.80268e-12,-5.33721e-09,
0.0240221,1.8,1.97108,0,1.19363,0,1.49626,0,1.49626,1.49626,1.8,1.49626,1.49626,4.06512e-08,1.49626,1.19363,4.00403e-11,1.97108,1.19363,5.82982e-13,-4.49516e-13,-1.98343e-12,-5.33949e-09,
0.0240248,1.8,1.97108,0,1.19361,0,1.49629,0,1.4963,1.4963,1.8,1.49629,1.4963,4.07228e-08,1.49629,1.19361,4.00404e-11,1.97108,1.19361,1.16925e-12,-5.60013e-13,-1.05528e-12,-5.336e-09,
0.0240304,1.8,1.97109,0,1.19356,0,1.49633,0,1.49634,1.49634,1.8,1.49633,1.49634,4.08298e-08,1.49633,1.19356,4.00404e-11,1.97109,1.19356,-1.22987e-13,-6.17225e-13,-5.83924e-13,-5.33029e-09,
0.0240414,1.8,1.97109,0,1.19346,0,1.49634,0,1.49635,1.49635,1.8,1.49634,1.49635,4.0961e-08,1.49634,1.19346,4.00405e-11,1.97109,1.19346,2.98939e-13,5.91819e-13,-3.8121e-13,-5.32918e-09,
0.0240636,1.8,1.97113,0,1.19323,0,1.49627,0,1.49628,1.49628,1.8,1.49627,1.49628,4.11047e-08,1.49627,1.19323,4.00407e-11,1.97113,1.19323,-7.66852e-13,-6.19882e-13,2.64737e-13,-5.33685e-09,
0.0241078,1.8,1.9711,0,1.19277,0,1.49606,0,1.49607,1.49607,1.8,1.49606,1.49607,4.13062e-08,1.49606,1.19277,4.00411e-11,1.9711,1.19277,9.15965e-14,5.87686e-13,-4.21663e-13,-5.3649e-09,
0.0241964,1.8,1.97113,0,1.19186,0,1.49565,0,1.49565,1.49565,1.8,1.49565,1.49565,4.17161e-08,1.49565,1.19186,4.00419e-11,1.97113,1.19186,-7.5912e-13,-6.22084e-13,2.20306e-13,-5.41662e-09,
0.0243735,1.8,1.9711,0,1.19002,0,1.49481,0,1.49482,1.49482,1.8,1.49481,1.49482,4.25457e-08,1.49481,1.19002,4.00435e-11,1.9711,1.19002,1.01658e-13,5.86612e-13,-4.35268e-13,-5.52602e-09,
0.0247276,1.8,1.97113,0,1.18636,0,1.49314,0,1.49315,1.49315,1.8,1.49314,1.49315,4.42531e-08,1.49314,1.18636,4.00466e-11,1.97113,1.18636,-7.54503e-13,-6.22577e-13,2.09701e-13,-5.74657e-09,
0.02502,1.8,1.9711,0,1.18333,0,1.49177,0,1.49178,1.49178,1.8,1.49177,1.49178,4.57111e-08,1.49177,1.18333,4.00493e-11,1.9711,1.18333,8.67862e-14,5.8262e-13,-3.56853e-13,-5.93773e-09,
0.025022,1.8,1.97107,0,1.18333,0,1.49504,0.18,1.49504,1.49504,1.8,1.49504,1.49504,5.11632e-08,1.49504,1.18333,4.00493e-11,1.97107,1.18333,-6.13359e-09,-6.73295e-13,1.67229e-12,-5.43549e-09,
0.025026,1.8,1.97103,0,1.18332,0,1.50029,0.54,1.50031,1.50031,1.8,1.50029,1.50031,6.12517e-08,1.50029,1.18332,4.00493e-11,1.97103,1.18332,-6.18283e-09,-6.54715e-13,1.68695e-12,-4.8036e-09,
0.025034,1.8,1.97107,0,1.18305,0,1.46451,1.26,1.50983,1.50983,1.8,1.46451,1.50983,1.72981e-08,1.46451,1.18305,4.00495e-11,1.97107,1.18305,-3.27575e-09,-4.0203e-13,5.48606e-13,-3.04761e-09,
0.02504,1.8,1.97107,0,1.18265,0,1.40103,1.8,1.51722,1.51722,1.8,1.40103,1.51722,1.88117e-09,1.40103,1.18265,4.00499e-11,1.97107,1.18265,-1.81791e-09,-6.88183e-13,-1.65235e-14,-1.60492e-09,
0.0250408,1.8,1.97109,0,1.18259,0,1.39281,1.8,1.51805,1.51805,1.8,1.39281,1.51805,1.41214e-09,1.39281,1.18259,4.00499e-11,1.97109,1.18259,-6.26278e-11,-2.13654e-13,-9.33051e-13,-3.19633e-09,
0.0250424,1.8,1.97112,0,1.18251,0,1.37954,1.8,1.51969,1.51969,1.8,1.37954,1.51969,8.80186e-10,1.37954,1.18251,4.005e-11,1.97112,1.18251,-3.57408e-11,3.05057e-13,-1.47403e-12,-3.05932e-09,
0.0250456,1.8,1.97115,0,1.18239,0,1.36378,1.8,1.52279,1.52279,1.8,1.36378,1.52279,5.12675e-10,1.36378,1.18239,4.00501e-11,1.97115,1.18239,-1.73772e-11,5.51862e-13,-1.16949e-12,-2.83177e-09,
0.025052,1.8,1.97117,0,1.18222,0,1.34651,1.8,1.52837,1.52837,1.8,1.34651,1.52837,2.86793e-10,1.34651,1.18222,4.00502e-11,1.97117,1.18222,-6.69737e-12,7.06045e-13,-9.62261e-13,-2.46852e-09,
0.0250647,1.8,1.97108,0,1.182,0,1.32952,1.8,1.53772,1.53772,1.8,1.32952,1.53772,1.48732e-10,1.32952,1.182,4.00504e-11,1.97108,1.182,-7.08189e-13,-7.55477e-13,6.06412e-13,-1.96821e-09,
0.0250903,1.8,1.9711,0,1.18165,0,1.31313,1.8,1.55186,1.55186,1.8,1.31313,1.55186,1.04802e-10,1.31313,1.18165,4.00507e-11,1.9711,1.18165,8.26809e-14,7.18204e-13,6.87013e-14,-1.3921e-09,
0.0251414,1.8,1.97113,0,1.18103,0,1.2958,1.8,1.57088,1.57088,1.8,1.2958,1.57088,6.91228e-11,1.2958,1.18103,4.00513e-11,1.97113,1.18103,7.48372e-13,-7.34861e-13,-2.36335e-13,-8.73614e-10,
0.0252436,1.8,1.9711,0,1.1799,0,1.2816,1.8,1.59369,1.59369,1.8,1.2816,1.59369,5.26742e-11,1.2816,1.1799,4.00523e-11,1.9711,1.1799,6.3241e-13,7.35677e-13,7.52402e-14,-4.95524e-10,
0.0254479,1.8,1.97113,0,1.17773,0,1.27163,1.8,1.61878,1.61878,1.8,1.27163,1.61878,4.61225e-11,1.27163,1.17773,4.00541e-11,1.97113,1.17773,5.03006e-13,-7.21902e-13,-2.17368e-13,-2.68459e-10,
0.0258566,1.8,1.9711,0,1.17349,0,1.26597,1.8,1.64488,1.64488,1.8,1.26597,1.64488,4.43325e-11,1.26597,1.17349,4.00579e-11,1.9711,1.17349,2.45002e-13,6.93462e-13,9.70547e-14,-1.41325e-10,
0.026674,1.8,1.97113,0,1.16508,0,1.26105,1.8,1.67126,1.67126,1.8,1.26105,1.67126,4.55414e-11,1.26105,1.16508,4.00653e-11,1.97113,1.16508,1.46063e-13,-7.21541e-13,-2.41965e-13,-7.85042e-11,
0.027874,1.8,1.9711,0,1.15277,0,1.25402,1.8,1.69156,1.69156,1.8,1.25402,1.69156,4.70002e-11,1.25402,1.15277,4.00763e-11,1.9711,1.15277,2.19924e-14,6.94028e-13,9.74775e-14,-4.94509e-11,
0.028,1.8,1.97113,0,1.15148,0,1.25328,1.8,1.69309,1.69309,1.8,1.25328,1.69309,4.74058e-11,1.25328,1.15148,4.00774e-11,1.97113,1.15148,7.57797e-14,-7.16459e-13,-2.37423e-13,-4.98583e-11,
0.028002,1.8,1.97113,0,1.15028,0.18,1.25279,1.8,1.69312,1.69312,1.8,1.25279,1.69312,1.64009e-11,1.25279,1.15028,7.09547e-09,1.97113,1.15028,-1.57265e-12,-1.0763e-09,-4.08462e-12,-5.65662e-11,
0.0280025,1.8,1.97113,0,1.1492,0.225,1.25236,1.8,1.69312,1.69312,1.8,1.25236,1.69312,-6.54376e-11,1.25236,1.1492,2.12355e-08,1.97113,1.1492,-5.79478e-12,-1.05101e-09,-1.51069e-11,-7.74781e-11,
0.0280035,1.8,1.97113,0,1.13741,0.315,1.24804,1.8,1.69313,1.69313,1.8,1.24804,1.69313,-1.08139e-09,1.24804,1.13741,1.97233e-07,1.97113,1.13741,-6.15933e-11,-1.20494e-09,-1.72892e-10,-3.36172e-10,
0.0280049,1.8,1.97113,0,0.887436,0.437269,1.14516,1.8,1.69315,1.69315,1.8,1.14516,1.69315,-1.76422e-08,1.14516,0.887432,3.14771e-06,1.97113,0.887436,-9.7252e-10,-2.8876e-09,-2.41723e-09,-4.49539e-09,
0.0280051,1.8,1.97114,0,0.777764,0.456816,1.09705,1.8,1.69315,1.69315,1.8,1.09705,1.69315,-2.40759e-08,1.09705,0.77776,4.57865e-06,1.97114,0.777764,-1.51278e-09,-3.12155e-09,-3.55737e-09,-6.29536e-09,
0.0280055,1.8,1.97113,0,0.455168,0.495909,0.911748,1.8,1.69316,1.69316,1.8,0.911748,1.69316,-2.08777e-08,0.911748,0.455159,8.86412e-06,1.97113,0.455168,-4.3139e-09,-3.99126e-09,-6.89626e-09,-1.19047e-08,
0.0280056,1.8,1.97113,0,0.365821,0.503258,0.849541,1.8,1.69316,1.69316,1.8,0.849541,1.69316,-1.55208e-08,0.849541,0.365811,9.88694e-06,1.97113,0.365821,-5.26272e-09,-4.09529e-09,-7.6981e-09,-1.32423e-08,
0.0280058,1.8,1.97113,0,0.168191,0.517957,0.703023,1.8,1.69316,1.69316,1.8,0.703024,1.69316,-6.64107e-09,0.703023,0.168179,1.19744e-05,1.97113,0.168191,-7.02117e-09,-4.75048e-09,-9.33176e-09,-1.55091e-08,
0.0280058,1.8,1.97113,0,0.114184,0.521632,0.660577,1.8,1.69316,1.69316,1.8,0.660577,1.69316,-4.28987e-09,0.660577,0.114172,1.19559e-05,1.97113,0.114184,-7.16635e-09,-5.68979e-09,-9.28782e-09,-1.55399e-08,
0.0280059,1.8,1.97112,0,0.0326008,0.528981,0.589449,1.8,1.69316,1.69316,1.8,0.589449,1.69316,1.88144e-08,0.589449,0.0325947,6.20575e-06,1.97112,0.0326008,-4.73635e-09,-1.25583e-08,-4.76497e-09,-8.12526e-09,
0.028006,1.8,1.97105,0,-0.000869353,0.538208,0.542713,1.8,1.69316,1.69316,1.8,0.542713,1.69316,2.85215e-08,0.542713,-0.00086914,-2.03577e-07,1.97105,-0.000869354,-1.32811e-09,-2.33078e-09,-4.5929e-09,-5.31233e-10,
0.028006,1.8,1.97102,0,-0.000389084,0.540777,0.537447,1.8,1.69316,1.69316,1.8,0.537447,1.69316,2.31542e-08,0.537446,-0.000388975,-7.99258e-08,1.97102,-0.000389084,-1.18252e-09,-3.39548e-09,6.87432e-09,-3.3679e-10,
0.028006,1.8,1.97099,0,-0.00016961,0.543284,0.533018,1.8,1.69316,1.69316,1.8,0.533018,1.69316,1.90418e-08,0.533018,-0.000169563,-3.63268e-08,1.97099,-0.000169611,-9.22801e-10,-2.7087e-09,-5.81056e-09,-5.64894e-10,
0.0280061,1.8,1.97095,0,-4.80681e-05,0.546563,0.527119,1.8,1.69316,1.69316,1.8,0.527119,1.69316,1.56476e-08,0.527119,-4.80404e-05,3.22932e-09,1.97095,-4.80676e-05,-5.702e-10,-3.58944e-09,6.25176e-09,-1.40196e-10,
0.0280061,1.8,1.97088,0,2.71408e-05,0.55312,0.519506,1.8,1.69317,1.69317,1.8,0.519506,1.69317,1.07279e-08,0.519506,2.71395e-05,1.33198e-08,1.97088,2.71408e-05,-8.56882e-10,-2.81488e-09,-6.1241e-09,-7.34657e-10,
0.0280063,1.8,1.97075,0,2.68918e-05,0.566234,0.508645,1.8,1.69317,1.69317,1.8,0.508645,1.69317,8.81832e-09,0.508645,2.68996e-05,2.35214e-08,1.97075,2.68924e-05,-1.70376e-10,-3.63843e-09,6.11128e-09,1.2554e-10,
0.0280066,1.8,1.97053,0,2.85217e-05,0.5899,0.495792,1.8,1.69317,1.69317,1.8,0.495792,1.69317,4.0419e-09,0.495792,2.85181e-05,1.58313e-08,1.97053,2.85218e-05,-5.03391e-10,-2.82801e-09,-6.12188e-09,-5.92942e-10,
0.0280071,1.8,1.9702,0,2.35761e-05,0.634819,0.480986,1.8,1.69318,1.69318,1.8,0.480986,1.69318,3.83587e-09,0.480986,2.35818e-05,2.5857e-08,1.9702,2.35768e-05,8.96103e-11,-3.65079e-09,6.11138e-09,2.26297e-10,
0.0280081,1.8,1.96975,0,1.79474e-05,0.724656,0.464454,1.8,1.69319,1.69319,1.8,0.464454,1.69319,6.79267e-10,0.464454,1.79425e-05,1.70963e-08,1.96975,1.79475e-05,-3.25574e-10,-2.83287e-09,-6.11834e-09,-5.25686e-10,
0.02801,1.8,1.96933,0,1.1443e-05,0.904331,0.447208,1.8,1.69321,1.69321,1.8,0.447208,1.69321,1.78988e-09,0.447208,1.14479e-05,2.65996e-08,1.96933,1.14436e-05,1.9849e-10,-3.64819e-09,6.11496e-09,2.65285e-10,
0.028014,1.8,1.96914,0,7.19847e-06,1.26368,0.429908,1.8,1.69326,1.69326,1.8,0.429908,1.69326,-4.54035e-10,0.429908,7.19327e-06,1.74758e-08,1.96914,7.19856e-06,-2.64333e-10,-2.82675e-09,-6.11579e-09,-5.04385e-10,
0.02802,1.8,1.96914,0,4.92795e-06,1.8,0.416656,1.8,1.69333,1.69333,1.8,0.416656,1.69333,1.22425e-09,0.416656,4.93264e-06,2.67925e-08,1.96914,4.92858e-06,2.295e-10,-3.64179e-09,6.11572e-09,2.76744e-10,
0.0280208,1.8,1.96914,0,2.72147e-07,1.8,0.415579,1.8,1.69334,1.69334,1.8,0.415579,1.69334,2.88583e-10,0.415579,2.718e-07,3.47666e-10,1.96914,2.72506e-07,-1.29018e-11,-2.38428e-13,-4.15509e-13,-1.12189e-10,
0.0280224,1.8,1.96914,0,8.85093e-08,1.8,0.41271,1.8,1.69336,1.69336,1.8,0.41271,1.69336,2.62915e-10,0.41271,8.83097e-08,1.98395e-10,1.96914,8.88682e-08,-6.21887e-12,9.84455e-14,3.89294e-13,-1.08867e-10,
0.0280256,1.8,1.96914,0,1.49446e-07,1.8,0.406683,1.8,1.6934,1.6934,1.8,0.406683,1.6934,2.15464e-10,0.406683,1.49111e-07,3.36414e-10,1.96914,1.49806e-07,-5.42164e-12,-9.75616e-14,-3.88248e-13,-1.08802e-10,
0.028032,1.8,1.96914,0,1.25762e-07,1.8,0.400969,1.8,1.69348,1.69348,1.8,0.400969,1.69348,1.7753e-10,0.400969,1.25478e-07,2.82074e-10,1.96914,1.2612e-07,-6.61866e-12,9.75311e-14,4.26347e-13,-1.09532e-10,
0.0280448,1.8,1.96914,0,1.65943e-07,1.8,0.392686,1.8,1.69363,1.69363,1.8,0.392686,1.69363,1.38456e-10,0.392686,1.65571e-07,3.73481e-10,1.96914,1.66303e-07,-2.06102e-12,-9.74215e-14,-4.25292e-13,-1.07378e-10,
0.0280703,1.8,1.96914,0,1.38135e-07,1.8,0.383402,1.8,1.69393,1.69393,1.8,0.383402,1.69393,1.05029e-10,0.383402,1.37824e-07,3.09882e-10,1.96914,1.38494e-07,-2.72749e-12,9.73836e-14,4.10126e-13,-1.07626e-10,
0.0281214,1.8,1.96914,0,1.74824e-07,1.8,0.375345,1.8,1.69453,1.69453,1.8,0.375345,1.69453,8.62946e-11,0.375345,1.74432e-07,3.93439e-10,1.96914,1.75184e-07,7.45911e-13,-9.73586e-14,-4.09946e-13,-1.05478e-10,
0.0282236,1.8,1.96914,0,1.43161e-07,1.8,0.371079,1.8,1.69571,1.69571,1.8,0.371079,1.69571,7.82781e-11,0.371079,1.42839e-07,3.21177e-10,1.96914,1.4352e-07,-1.37155e-12,9.73473e-14,4.09849e-13,-1.0548e-10,
0.0284281,1.8,1.96914,0,1.76516e-07,1.8,0.370559,1.8,1.69794,1.69794,1.8,0.370559,1.69794,7.67076e-11,0.370559,1.7612e-07,3.97242e-10,1.96914,1.76876e-07,1.29285e-12,-9.73419e-14,-4.10302e-13,-1.02212e-10,
0.0288369,1.8,1.96914,0,1.43272e-07,1.8,0.37055,1.8,1.70205,1.70205,1.8,0.37055,1.70205,7.73016e-11,0.37055,1.42949e-07,3.21427e-10,1.96914,1.43631e-07,-1.21856e-12,9.7339e-14,4.09784e-13,-1.00036e-10,
0.02902,1.8,1.96914,0,1.76535e-07,1.8,0.370634,1.8,1.70374,1.70374,1.8,0.370634,1.70374,7.68625e-11,0.370634,1.76139e-07,3.97285e-10,1.96914,1.76895e-07,1.3599e-12,-9.73327e-14,-4.10929e-13,-9.75358e-11,
0.029022,1.8,1.96914,0,-4.68287e-06,1.62,0.370599,1.8,1.70376,1.70376,1.8,0.370599,1.70376,7.69916e-11,0.370599,-4.68325e-06,-2.14963e-08,1.96914,-4.68251e-06,-5.53791e-14,3.23291e-09,-2.11674e-13,-9.82203e-11,
0.029026,1.8,1.96914,0,-6.76505e-06,1.26,0.370599,1.8,1.70379,1.70379,1.8,0.370599,1.70379,7.69401e-11,0.370599,-6.7654e-06,-2.15307e-08,1.96914,-6.76469e-06,-6.41468e-14,3.23619e-09,1.34771e-13,-9.82861e-11,
0.029034,1.8,1.96913,0,-4.33002e-05,0.54,0.370588,1.8,1.70386,1.70386,1.8,0.370588,1.70386,7.65816e-11,0.370588,-4.33006e-05,-2.13927e-08,1.96913,-4.32998e-05,-2.54838e-14,3.24002e-09,-7.71576e-13,-9.84992e-11,
0.02904,1.8,1.96934,0,0.00114798,7.32747e-14,0.371097,1.8,1.70392,1.70392,1.8,0.371097,1.70392,9.65758e-11,0.371097,0.00114798,3.37799e-09,1.96934,0.00114798,1.09181e-12,1.22288e-10,2.84112e-11,-8.57716e-11,
0.0290406,1.8,1.96937,0,0.00116519,0,0.370843,1.8,1.70392,1.70392,1.8,0.370843,1.70392,7.74808e-11,0.370843,0.00116519,2.18852e-12,1.96937,0.00116519,2.44036e-12,4.17881e-14,2.41154e-12,-8.86763e-11,
0.0290417,1.8,1.9694,0,0.00120189,0,0.370814,1.8,1.70393,1.70393,1.8,0.370814,1.70393,6.05978e-11,0.370814,0.00120189,2.25586e-12,1.9694,0.00120189,2.06687e-12,4.71321e-14,2.53763e-12,-9.12469e-11,
0.0290439,1.8,1.96945,0,0.00127403,0,0.370576,1.8,1.70395,1.70395,1.8,0.370576,1.70395,9.37825e-11,0.370576,0.00127403,2.38822e-12,1.96945,0.00127403,-3.8648e-13,4.83241e-14,2.34943e-12,-8.59394e-11,
0.0290484,1.8,1.9695,0,0.00141986,0,0.370829,1.8,1.70399,1.70399,1.8,0.370829,1.70399,6.03336e-11,0.370829,0.00141986,2.65529e-12,1.9695,0.00141986,6.00484e-13,4.02188e-14,2.26108e-12,-9.05594e-11,
0.0290574,1.8,1.96956,0,0.00169909,0,0.370773,1.8,1.70407,1.70407,1.8,0.370773,1.70407,9.33732e-11,0.370773,0.00169909,3.16187e-12,1.96956,0.00169909,2.41242e-13,4.45528e-14,2.09059e-12,-8.27372e-11,
0.0290753,1.8,1.96968,0,0.00222589,0,0.371121,1.8,1.70423,1.70423,1.8,0.371121,1.70423,5.95285e-11,0.371121,0.00222589,4.10509e-12,1.96968,0.00222589,4.09922e-13,3.54127e-14,2.02824e-12,-8.56444e-11,
0.0291111,1.8,1.96985,0,0.00316758,0,0.371506,1.8,1.70455,1.70455,1.8,0.371506,1.70455,9.22683e-11,0.371506,0.00316758,5.7467e-12,1.96985,0.00316758,3.75062e-13,3.60563e-14,1.34674e-12,-7.45099e-11,
0.0291828,1.8,1.96995,0,0.00485048,0,0.372836,1.8,1.70518,1.70518,1.8,0.372836,1.70518,5.80521e-11,0.372836,0.00485048,8.5436e-12,1.96995,0.00485048,4.6264e-13,2.78039e-14,-9.67018e-13,-7.80589e-11,
0.0293263,1.8,1.97006,0,0.00786934,0,0.37655,1.8,1.7064,1.7064,1.8,0.37655,1.7064,9.34198e-11,0.37655,0.00786934,1.31288e-11,1.97006,0.00786934,1.54654e-14,2.94711e-14,1.27501e-12,-6.76689e-11,
0.0296131,1.8,1.97026,0,0.0127461,0,0.381339,1.8,1.70871,1.70871,1.8,0.381339,1.70871,6.25385e-11,0.381339,0.0127461,1.94544e-11,1.97026,0.0127461,2.47969e-13,1.67888e-14,-1.02613e-12,-6.69e-11,
0.0301867,1.8,1.97045,0,0.0197418,0,0.386935,1.8,1.71293,1.71293,1.8,0.386935,1.71293,9.45514e-11,0.386935,0.0197418,2.6301e-11,1.97045,0.0197418,-7.27575e-15,1.63894e-14,1.20244e-12,-5.28003e-11,
0.031334,1.8,1.97065,0,0.0282148,0,0.395367,1.8,1.72005,1.72005,1.8,0.395367,1.72005,6.5184e-11,0.395367,0.0282148,3.18824e-11,1.97065,0.0282148,1.98084e-13,3.70218e-15,-1.0961e-12,-4.96231e-11,
0.032534,1.8,1.97072,0,0.0331327,0,0.400202,1.8,1.72606,1.72606,1.8,0.400202,1.72606,9.9076e-11,0.400202,0.0331327,3.40763e-11,1.97072,0.0331327,-6.81095e-14,7.44701e-15,1.15459e-12,-3.87702e-11,
0.033734,1.8,1.97077,0,0.0361945,0,0.404077,1.8,1.731,1.731,1.8,0.404077,1.731,6.97178e-11,0.404077,0.0361945,3.51817e-11,1.97077,0.0361945,1.73945e-13,-5.05811e-16,-1.11801e-12,-4.13474e-11,
0.034934,1.8,1.97079,0,0.0382275,0,0.406621,1.8,1.73513,1.73513,1.8,0.406621,1.73513,1.03911e-10,0.406621,0.0382275,3.57702e-11,1.97079,0.0382275,-9.46642e-14,5.11456e-15,1.14201e-12,-3.33578e-11,
0.036134,1.8,1.97082,0,0.0396425,0,0.408951,1.8,1.73862,1.73862,1.8,0.408951,1.73862,7.43707e-11,0.408951,0.0396425,3.61479e-11,1.97082,0.0396425,1.63697e-13,-1.90672e-15,-1.12507e-12,-3.75562e-11,
0.037334,1.8,1.97081,0,0.0406426,0,0.410588,1.8,1.74159,1.74159,1.8,0.410588,1.74159,1.08555e-10,0.410588,0.0406426,3.63976e-11,1.97081,0.0406426,-1.08901e-13,4.17408e-15,1.13679e-12,-3.05453e-11,
0.038534,1.8,1.97083,0,0.0413608,0,0.41214,1.8,1.74412,1.74412,1.8,0.41214,1.74412,7.86945e-11,0.41214,0.0413608,3.65688e-11,1.97083,0.0413608,1.57463e-13,-2.5459e-15,-1.12813e-12,-3.5411e-11,
0.039734,1.8,1.97083,0,0.0418874,0,0.413261,1.8,1.7463,1.7463,1.8,0.413261,1.7463,1.12631e-10,0.413261,0.0418874,3.66894e-11,1.97083,0.0418874,-1.18245e-13,3.73972e-15,1.13423e-12,-2.88838e-11,
0.040934,1.8,1.97084,0,0.0422643,0,0.414369,1.8,1.74816,1.74816,1.8,0.414369,1.74816,8.25719e-11,0.414369,0.0422643,3.6774e-11,1.97084,0.0422643,1.53552e-13,-2.88532e-15,-1.12962e-12,-3.40816e-11,
0.041,1.8,1.97083,0,0.0422796,0,0.414402,1.8,1.74825,1.74825,1.8,0.414402,1.74825,1.14984e-10,0.414402,0.0422796,3.67769e-11,1.97083,0.0422796,-1.25809e-13,3.51436e-15,1.13034e-12,-2.82332e-11,
0.041002,1.8,1.96322,0.18,0.0447484,0,0.415503,1.8,1.74826,1.74826,1.8,0.415503,1.74826,1.65246e-10,0.415503,0.0447484,3.72847e-11,1.96322,0.0447484,3.64415e-12,1.67535e-12,-2.72443e-09,-3.66735e-10,
0.0410025,1.8,1.94216,0.225,0.0462043,0,0.415489,1.8,1.74826,1.74826,1.8,0.415489,1.74826,2.47552e-10,0.415489,0.0462043,3.75508e-11,1.94216,0.0462043,1.43335e-11,3.96205e-12,-2.90847e-09,-2.21452e-09,
0.0410035,1.8,1.70232,0.315,0.0566098,0,0.418598,1.8,1.74826,1.74826,1.8,0.418598,1.74826,1.02894e-09,0.418598,0.0566098,3.89214e-11,1.70232,0.05661,5.67938e-11,2.43503e-11,-5.51995e-09,-1.81122e-08,
0.0410046,1.8,0.645515,0.413116,0.0961933,0,0.434762,1.8,1.74826,1.74826,1.8,0.434762,1.74826,2.95289e-09,0.434762,0.0961933,4.06126e-11,0.645515,0.0961938,1.52429e-10,7.44246e-11,-1.26099e-08,-5.62477e-08,
0.0410054,1.8,0.114992,0.489614,0.116083,0,0.443205,1.8,1.74826,1.74826,1.8,0.443205,1.74826,-2.5572e-10,0.443205,0.116083,4.08433e-11,0.114992,0.116083,-1.07564e-11,-1.07678e-11,-1.02524e-09,9.73324e-09,
0.0410063,1.8,0.118293,0.569897,0.11805,0,0.444783,1.8,1.74826,1.74826,1.8,0.444783,1.74826,4.99498e-10,0.444783,0.11805,4.08569e-11,0.118292,0.11805,1.8588e-11,1.64647e-11,-5.50833e-09,-1.09822e-08,
0.041007,1.8,0.120651,0.634185,0.120694,0,0.44613,1.8,1.74826,1.74826,1.8,0.44613,1.74826,-8.91368e-11,0.44613,0.120694,4.08774e-11,0.120651,0.120694,2.85244e-12,-6.53019e-12,-4.02922e-09,9.74027e-09,
0.0410079,1.8,0.124643,0.7108,0.124608,0,0.447699,1.8,1.74827,1.74827,1.8,0.447699,1.74827,6.7438e-10,0.447699,0.124608,4.09008e-11,0.124643,0.124608,3.1987e-11,1.90395e-11,-7.44843e-09,-1.08447e-08,
0.0410096,1.8,0.132916,0.864028,0.132925,0,0.450507,1.8,1.74827,1.74827,1.8,0.450507,1.74827,-6.28897e-11,0.450507,0.132925,4.09458e-11,0.132916,0.132925,7.76747e-12,-5.75101e-12,-4.6225e-09,9.76064e-09,
0.0410121,1.8,0.145032,1.08589,0.145023,0,0.454657,1.8,1.74827,1.74827,1.8,0.454657,1.74827,6.70629e-10,0.454657,0.145023,4.09899e-11,0.145032,0.145023,3.24089e-11,1.91019e-11,-7.49406e-09,-1.08361e-08,
0.041017,1.8,0.169246,1.52962,0.169248,0,0.466709,1.8,1.74828,1.74828,1.8,0.466709,1.74828,-6.56586e-11,0.466709,0.169248,4.1042e-11,0.169246,0.169248,1.00664e-12,-5.64177e-12,-4.61304e-09,9.75479e-09,
0.04102,1.8,0.184013,1.8,0.184009,0,0.472967,1.8,1.74828,1.74828,1.8,0.472967,1.74828,6.61333e-10,0.472967,0.184009,4.10546e-11,0.184013,0.184009,3.64219e-11,1.9008e-11,-7.48647e-09,-1.08376e-08,
0.0410208,1.8,0.184432,1.8,0.184431,0,0.472998,1.8,1.74828,1.74828,1.8,0.472998,1.74828,6.41589e-11,0.472998,0.184431,4.10559e-11,0.184432,0.184431,7.65725e-12,6.45839e-13,3.6364e-11,-7.5212e-10,
0.0410224,1.8,0.185277,1.8,0.185277,0,0.475136,1.8,1.74829,1.74829,1.8,0.475136,1.74829,6.47487e-11,0.475136,0.185277,4.10562e-11,0.185277,0.185277,-4.44529e-12,7.64644e-13,3.70766e-11,-7.43505e-10,
0.0410257,1.8,0.186959,1.8,0.186959,0,0.477322,1.8,1.74829,1.74829,1.8,0.477322,1.74829,6.46001e-11,0.477322,0.186959,4.10572e-11,0.186959,0.186959,1.36152e-11,8.15208e-13,3.61527e-11,-7.49207e-10,
0.0410322,1.8,0.190325,1.8,0.190325,0,0.482248,1.8,1.7483,1.7483,1.8,0.482248,1.7483,6.59827e-11,0.482248,0.190325,4.10589e-11,0.190325,0.190325,-5.37915e-12,5.87845e-13,3.71495e-11,-7.43837e-10,
0.0410453,1.8,0.197055,1.8,0.197055,0,0.491551,1.8,1.74832,1.74832,1.8,0.491551,1.74832,6.71377e-11,0.491551,0.197055,4.10612e-11,0.197055,0.197055,1.37349e-11,7.27728e-13,3.61268e-11,-7.49019e-10,
