2:FourPixel,
Transient Analysis,
Tue Nov 20 15:07:46 2018,
Input file: \\tsclient\C\Users\marku\Documents\ICdrit\FourPixel.cir,
time [sec],v(vdd) [V],v(11:n1) [V],v(expose) [V],v(11:n2) [V],v(erase) [V],v(11:n3) [V],v(nre_r1) [V],v(out1) [V],v(12:n1) [V],v(12:n2) [V],v(12:n3) [V],v(out2) [V],v(21:n1) [V],v(21:n2) [V],v(21:n3) [V],v(nre_r2) [V],v(22:n1) [V],v(22:n2) [V],v(22:n3) [V],v(m:22:c.drain) [V],v(m:22:c.source) [V],v(m:22:p4.drain) [V],v(m:22:p4.source) [V],v(m:22:p3.drain) [V],v(m:22:p3.source) [V],v(m:21:c.drain) [V],v(m:21:c.source) [V],v(m:21:p4.drain) [V],v(m:21:p4.source) [V],v(m:21:p3.drain) [V],v(m:21:p3.source) [V],v(m:12:c.drain) [V],v(m:12:c.source) [V],v(m:12:p4.drain) [V],v(m:12:p4.source) [V],v(m:12:p3.drain) [V],v(m:12:p3.source) [V],v(m:11:c.drain) [V],v(m:11:c.source) [V],v(m:11:p4.drain) [V],v(m:11:p4.source) [V],v(m:11:p3.drain) [V],v(m:11:p3.source) [V],v(m:22:n2.drain) [V],v(m:22:n2.source) [V],v(m:22:n1.drain) [V],v(m:22:n1.source) [V],v(m:21:n2.drain) [V],v(m:21:n2.source) [V],v(m:21:n1.drain) [V],v(m:21:n1.source) [V],v(m:12:n2.drain) [V],v(m:12:n2.source) [V],v(m:12:n1.drain) [V],v(m:12:n1.source) [V],v(m:11:n2.drain) [V],v(m:11:n2.source) [V],v(m:11:n1.drain) [V],v(m:11:n1.source) [V],i(vnre_r2) [A],i(vnre_r1) [A],i(verase) [A],i(vexpose) [A],i(vdd) [A],
0.0060197,1.8,1.97111,0,1.17385,0,1.26628,1.8,1.50978,1.97111,1.17385,1.26628,1.50903,1.97111,1.17519,1.50977,0.0267389,1.97112,1.17396,1.50902,1.50903,1.8,1.50902,1.50903,1.04321e-07,1.50902,1.50978,1.8,1.50977,1.50978,1.03721e-07,1.50977,1.50903,1.8,1.26628,1.50903,4.42982e-11,1.26628,1.50978,1.8,1.26628,1.50978,4.42993e-11,1.26628,1.17396,4.00574e-11,1.97112,1.17396,1.17519,4.00563e-11,1.97111,1.17519,1.17385,4.00575e-11,1.97111,1.17385,1.17385,4.00575e-11,1.97111,1.17385,8.00089e-09,-9.99475e-12,-1.12248e-11,-3.90962e-11,-1.66081e-08,
0.00602,1.8,1.97111,0,1.17385,0,1.26629,1.8,1.5092,1.97111,1.17385,1.26629,1.50846,1.9711,1.17519,1.50918,0,1.97115,1.17396,1.50843,1.50846,1.8,1.50843,1.50846,1.04359e-07,1.50843,1.5092,1.8,1.50918,1.5092,1.03622e-07,1.50918,1.50846,1.8,1.26629,1.50846,4.16704e-11,1.26629,1.5092,1.8,1.26629,1.5092,4.16805e-11,1.26629,1.17396,4.00575e-11,1.97115,1.17396,1.17519,4.00564e-11,1.9711,1.17519,1.17385,4.00575e-11,1.97111,1.17385,1.17385,4.00575e-11,1.97111,1.17385,1.64346e-08,-5.92892e-11,9.31706e-12,1.6027e-11,-1.51826e-08,
0.00602025,1.8,1.97111,0,1.17384,0,1.26628,1.8,1.50898,1.97111,1.17384,1.26628,1.50824,1.9711,1.17518,1.50897,0,1.97117,1.17396,1.50822,1.50824,1.8,1.50822,1.50824,1.02569e-07,1.50822,1.50898,1.8,1.50897,1.50898,1.0192e-07,1.50897,1.50824,1.8,1.26628,1.50824,4.27491e-11,1.26628,1.50898,1.8,1.26628,1.50898,4.27554e-11,1.26628,1.17396,4.00575e-11,1.97117,1.17396,1.17518,4.00564e-11,1.9711,1.17518,1.17384,4.00575e-11,1.97111,1.17384,1.17384,4.00575e-11,1.97111,1.17384,-1.21208e-10,-7.04812e-12,-6.90222e-13,-1.49952e-11,-1.59845e-08,
0.00602075,1.8,1.97111,0,1.17384,0,1.26629,1.8,1.50855,1.97111,1.17384,1.26629,1.50781,1.97111,1.17517,1.50854,0,1.9712,1.17397,1.5078,1.50781,1.8,1.5078,1.50781,1.01102e-07,1.5078,1.50855,1.8,1.50854,1.50855,1.00473e-07,1.50854,1.50781,1.8,1.26629,1.50781,4.2633e-11,1.26629,1.50855,1.8,1.26629,1.50855,4.26395e-11,1.26629,1.17397,4.00575e-11,1.9712,1.17397,1.17517,4.00564e-11,1.97111,1.17517,1.17384,4.00575e-11,1.97111,1.17384,1.17384,4.00575e-11,1.97111,1.17384,-1.21097e-10,-1.75643e-11,-6.84006e-14,-1.87485e-11,-1.61446e-08,
0.00602176,1.8,1.97111,0,1.17383,0,1.2663,1.8,1.50776,1.97111,1.17383,1.2663,1.50703,1.97111,1.17516,1.50774,0,1.97117,1.17395,1.50701,1.50703,1.8,1.50701,1.50703,9.84879e-08,1.50701,1.50776,1.8,1.50774,1.50776,9.78321e-08,1.50774,1.50703,1.8,1.2663,1.50703,4.35009e-11,1.2663,1.50776,1.8,1.2663,1.50776,4.35045e-11,1.2663,1.17395,4.00575e-11,1.97117,1.17395,1.17516,4.00564e-11,1.97111,1.17516,1.17383,4.00576e-11,1.97111,1.17383,1.17383,4.00576e-11,1.97111,1.17383,-1.0356e-10,-2.11554e-11,3.48275e-13,3.1655e-11,-1.64508e-08,
0.00602377,1.8,1.97111,0,1.17381,0,1.26626,1.8,1.50638,1.97111,1.17381,1.26626,1.50567,1.97112,1.17513,1.50636,0,1.97113,1.17392,1.50565,1.50567,1.8,1.50565,1.50567,9.41402e-08,1.50565,1.50638,1.8,1.50636,1.50638,9.34323e-08,1.50636,1.50567,1.8,1.26626,1.50567,4.3949e-11,1.26626,1.50638,1.8,1.26626,1.50638,4.39512e-11,1.26626,1.17392,4.00575e-11,1.97113,1.17392,1.17513,4.00564e-11,1.97112,1.17513,1.17381,4.00576e-11,1.97111,1.17381,1.17381,4.00576e-11,1.97111,1.17381,-8.96771e-11,5.79418e-13,5.70415e-13,-2.86004e-11,-1.69855e-08,
0.00602778,1.8,1.97111,0,1.17376,0,1.26624,1.8,1.50431,1.97111,1.17376,1.26624,1.50363,1.97112,1.17509,1.50429,0,1.97111,1.17386,1.50362,1.50363,1.8,1.50362,1.50363,8.79498e-08,1.50362,1.50431,1.8,1.50429,1.50431,8.71769e-08,1.50429,1.50363,1.8,1.26624,1.50363,4.41981e-11,1.26624,1.50431,1.8,1.26624,1.50431,4.41994e-11,1.26624,1.17386,4.00575e-11,1.97111,1.17386,1.17509,4.00565e-11,1.97112,1.17509,1.17376,4.00576e-11,1.97111,1.17376,1.17376,4.00576e-11,1.97111,1.17376,-5.54912e-11,-1.5739e-11,-1.79553e-12,2.71175e-11,-1.78155e-08,
0.00603581,1.8,1.97111,0,1.17368,0,1.26616,1.8,1.5019,1.97111,1.17368,1.26616,1.50127,1.97111,1.17499,1.50188,0,1.9711,1.17377,1.50126,1.50127,1.8,1.50126,1.50127,8.12568e-08,1.50126,1.5019,1.8,1.50188,1.5019,8.03987e-08,1.50188,1.50127,1.8,1.26616,1.50127,4.43247e-11,1.26616,1.5019,1.8,1.26616,1.5019,4.43256e-11,1.26616,1.17377,4.00576e-11,1.9711,1.17377,1.17499,4.00565e-11,1.97111,1.17499,1.17368,4.00577e-11,1.97111,1.17368,1.17368,4.00577e-11,1.97111,1.17368,-2.88889e-11,6.7614e-12,-3.23815e-14,-2.44029e-11,-1.88266e-08,
0.00605188,1.8,1.97111,0,1.17351,0,1.26604,1.8,1.50015,1.97111,1.17351,1.26604,1.49958,1.97111,1.17481,1.50014,0,1.97109,1.17359,1.49956,1.49958,1.8,1.49956,1.49958,7.71699e-08,1.49956,1.50015,1.8,1.50014,1.50015,7.62213e-08,1.50014,1.49958,1.8,1.26604,1.49958,4.43947e-11,1.26604,1.50015,1.8,1.26604,1.50015,4.43953e-11,1.26604,1.17359,4.00578e-11,1.97109,1.17359,1.17481,4.00567e-11,1.97111,1.17481,1.17351,4.00578e-11,1.97111,1.17351,1.17351,4.00578e-11,1.97111,1.17351,-1.53596e-12,-1.0126e-11,-9.3151e-13,2.62215e-11,-1.96144e-08,
0.00608401,1.8,1.97111,0,1.17318,0,1.26578,1.8,1.49965,1.97111,1.17318,1.26578,1.4991,1.97112,1.17448,1.49964,0,1.97109,1.17325,1.49909,1.4991,1.8,1.49909,1.4991,7.66127e-08,1.49909,1.49965,1.8,1.49964,1.49965,7.56038e-08,1.49964,1.4991,1.8,1.26578,1.4991,4.44285e-11,1.26578,1.49965,1.8,1.26578,1.49965,4.4429e-11,1.26578,1.17325,4.00581e-11,1.97109,1.17325,1.17448,4.0057e-11,1.97112,1.17448,1.17318,4.00581e-11,1.97111,1.17318,1.17318,4.00581e-11,1.97111,1.17318,-2.73815e-12,9.4145e-12,4.08236e-13,-2.47704e-11,-1.98408e-08,
0.00614827,1.8,1.97111,0,1.17251,0,1.26507,1.8,1.49944,1.97111,1.17251,1.26507,1.49889,1.97111,1.17381,1.49943,0,1.97114,1.17259,1.49887,1.49889,1.8,1.49887,1.49889,7.73489e-08,1.49887,1.49944,1.8,1.49943,1.49944,7.63467e-08,1.49943,1.49889,1.8,1.26507,1.49889,4.44105e-11,1.26507,1.49944,1.8,1.26507,1.49944,4.44108e-11,1.26507,1.17259,4.00587e-11,1.97114,1.17259,1.17381,4.00576e-11,1.97111,1.17381,1.17251,4.00587e-11,1.97111,1.17251,1.17251,4.00587e-11,1.97111,1.17251,1.78095e-12,-9.84309e-12,-7.07585e-13,2.47363e-11,-1.9937e-08,
0.0062768,1.8,1.97111,0,1.17117,0,1.26388,1.8,1.49879,1.97111,1.17117,1.26388,1.49824,1.97112,1.17248,1.49878,0,1.9711,1.17127,1.49823,1.49824,1.8,1.49823,1.49824,7.83527e-08,1.49823,1.49879,1.8,1.49878,1.49879,7.73377e-08,1.49878,1.49824,1.8,1.26388,1.49824,4.42735e-11,1.26388,1.49879,1.8,1.26388,1.49879,4.42737e-11,1.26388,1.17127,4.00598e-11,1.9711,1.17127,1.17248,4.00588e-11,1.97112,1.17248,1.17117,4.00599e-11,1.97111,1.17117,1.17117,4.00599e-11,1.97111,1.17117,-3.21315e-12,9.44242e-12,5.21083e-13,-2.49277e-11,-2.02518e-08,
0.00653384,1.8,1.97111,0,1.1685,0,1.26175,1.8,1.49762,1.97111,1.1685,1.26175,1.49708,1.97111,1.16982,1.49761,0,1.97114,1.16862,1.49706,1.49708,1.8,1.49706,1.49708,8.06939e-08,1.49706,1.49762,1.8,1.49761,1.49762,7.96699e-08,1.49761,1.49708,1.8,1.26175,1.49708,4.41741e-11,1.26175,1.49762,1.8,1.26175,1.49762,4.41744e-11,1.26175,1.16862,4.00622e-11,1.97114,1.16862,1.16982,4.00611e-11,1.97111,1.16982,1.1685,4.00623e-11,1.97111,1.1685,1.1685,4.00623e-11,1.97111,1.1685,1.92401e-12,-9.80224e-12,-6.50932e-13,2.46526e-11,-2.08164e-08,
0.00702,1.8,1.97112,0,1.16348,0,1.25792,1.8,1.49532,1.97112,1.16348,1.25792,1.49479,1.97112,1.16479,1.4953,0,1.9711,1.16362,1.49478,1.49479,1.8,1.49478,1.49479,8.50439e-08,1.49478,1.49532,1.8,1.4953,1.49532,8.39923e-08,1.4953,1.49479,1.8,1.25792,1.49479,4.42274e-11,1.25792,1.49532,1.8,1.25792,1.49532,4.42273e-11,1.25792,1.16362,4.00666e-11,1.9711,1.16362,1.16479,4.00656e-11,1.97112,1.16479,1.16348,4.00667e-11,1.97112,1.16348,1.16348,4.00667e-11,1.97112,1.16348,-3.26549e-12,9.51118e-12,5.27469e-13,-2.51428e-11,-2.19828e-08,
0.007022,1.8,1.97112,0,1.16346,0,1.25791,1.8,1.497,1.97112,1.16346,1.25791,1.49647,1.97112,1.16477,1.49699,0.18,1.97116,1.16361,1.49646,1.49647,1.8,1.49646,1.49647,8.99317e-08,1.49646,1.497,1.8,1.49699,1.497,8.8838e-08,1.49699,1.49647,1.8,1.25791,1.49647,4.42247e-11,1.25791,1.497,1.8,1.25791,1.497,4.42248e-11,1.25791,1.16361,4.00666e-11,1.97116,1.16361,1.16477,4.00656e-11,1.97112,1.16477,1.16346,4.00667e-11,1.97112,1.16346,1.16346,4.00667e-11,1.97112,1.16346,-1.23775e-08,1.22651e-11,-8.92683e-13,-2.02436e-12,-2.1021e-08,
0.007026,1.8,1.97112,0,1.16342,0,1.25788,1.8,1.49977,1.97112,1.16342,1.25788,1.49923,1.97112,1.16475,1.49975,0.54,1.97121,1.16359,1.4992,1.49923,1.8,1.4992,1.49923,9.89189e-08,1.4992,1.49977,1.8,1.49975,1.49977,9.77668e-08,1.49975,1.49923,1.8,1.25788,1.49923,4.42613e-11,1.25788,1.49977,1.8,1.25788,1.49977,4.42615e-11,1.25788,1.16359,4.00666e-11,1.97121,1.16359,1.16475,4.00656e-11,1.97112,1.16475,1.16342,4.00668e-11,1.97112,1.16342,1.16342,4.00668e-11,1.97112,1.16342,-1.24317e-08,7.8653e-12,-8.73101e-13,-1.78526e-12,-1.97064e-08,
0.007034,1.8,1.97112,0,1.16334,0,1.25782,1.8,1.50756,1.97112,1.16334,1.25782,1.50706,1.97112,1.16439,1.44894,1.26,1.97117,1.16322,1.44843,1.50706,1.8,1.44843,1.50706,1.72157e-08,1.44843,1.50756,1.8,1.44894,1.50756,1.69865e-08,1.44894,1.50706,1.8,1.25782,1.50706,4.42626e-11,1.25782,1.50756,1.8,1.25782,1.50756,4.42627e-11,1.25782,1.16322,4.00669e-11,1.97117,1.16322,1.16439,4.00659e-11,1.97112,1.16439,1.16334,4.00668e-11,1.97112,1.16334,1.16334,4.00668e-11,1.97112,1.16334,-6.51987e-09,2.06225e-11,-6.55912e-13,-2.12778e-12,-1.47193e-08,
0.00704,1.8,1.97112,0,1.16328,0,1.25778,1.8,1.51517,1.97112,1.16328,1.25778,1.51476,1.97112,1.16396,1.38195,1.8,1.97117,1.16282,1.38381,1.51476,1.8,1.38381,1.51476,1.68595e-09,1.38381,1.51517,1.8,1.38195,1.51517,1.50032e-09,1.38195,1.51476,1.8,1.25778,1.51476,4.43001e-11,1.25778,1.51517,1.8,1.25778,1.51517,4.43003e-11,1.25778,1.16282,4.00673e-11,1.97117,1.16282,1.16396,4.00663e-11,1.97112,1.16396,1.16328,4.00669e-11,1.97112,1.16328,1.16328,4.00669e-11,1.97112,1.16328,-3.67673e-09,1.72544e-11,-1.1785e-12,-4.43599e-12,-1.03555e-08,
0.00704079,1.8,1.97112,0,1.16327,0,1.25777,1.8,1.51604,1.97112,1.16327,1.25777,1.51564,1.97112,1.16391,1.37339,1.8,1.97122,1.16277,1.3761,1.51564,1.8,1.3761,1.51564,1.33695e-09,1.3761,1.51604,1.8,1.37339,1.51604,1.17688e-09,1.37339,1.51564,1.8,1.25777,1.51564,4.45848e-11,1.25777,1.51604,1.8,1.25777,1.51604,4.45857e-11,1.25777,1.16277,4.00673e-11,1.97122,1.16277,1.16391,4.00663e-11,1.97112,1.16391,1.16327,4.00669e-11,1.97112,1.16327,1.16327,4.00669e-11,1.97112,1.16327,-1.24077e-10,1.61465e-11,-4.45185e-12,-1.63358e-11,-1.3374e-08,
0.00704237,1.8,1.97112,0,1.16326,0,1.25776,1.8,1.51775,1.97112,1.16326,1.25776,1.51736,1.97112,1.16383,1.3597,1.8,1.97128,1.1627,1.36355,1.51736,1.8,1.36355,1.51736,8.55788e-10,1.36355,1.51775,1.8,1.3597,1.51775,7.23295e-10,1.3597,1.51736,1.8,1.25776,1.51736,4.46597e-11,1.25776,1.51775,1.8,1.25776,1.51775,4.46608e-11,1.25776,1.1627,4.00674e-11,1.97128,1.1627,1.16383,4.00664e-11,1.97112,1.16383,1.16326,4.00669e-11,1.97112,1.16326,1.16326,4.00669e-11,1.97112,1.16326,-7.06039e-11,1.01804e-11,-4.66108e-12,-1.68494e-11,-1.28253e-08,
0.00704554,1.8,1.97112,0,1.16322,0,1.25773,1.8,1.52096,1.97112,1.16322,1.25773,1.5206,1.97112,1.16373,1.34371,1.8,1.97125,1.1626,1.34831,1.5206,1.8,1.34831,1.5206,5.06795e-10,1.34831,1.52096,1.8,1.34371,1.52096,4.20078e-10,1.34371,1.5206,1.8,1.25773,1.5206,4.44863e-11,1.25773,1.52096,1.8,1.25773,1.52096,4.4487e-11,1.25773,1.1626,4.00675e-11,1.97125,1.1626,1.16373,4.00665e-11,1.97112,1.16373,1.16322,4.00669e-11,1.97112,1.16322,1.16322,4.00669e-11,1.97112,1.16322,-3.41166e-11,1.95955e-11,-2.4753e-12,-9.34261e-12,-1.18658e-08,
0.00705187,1.8,1.97112,0,1.16316,0,1.25769,1.8,1.52675,1.97112,1.16316,1.25769,1.52643,1.97111,1.16357,1.32641,1.8,1.97117,1.16247,1.33137,1.52643,1.8,1.33137,1.52643,2.86575e-10,1.33137,1.52675,1.8,1.32641,1.52675,2.3664e-10,1.32641,1.52643,1.8,1.25769,1.52643,4.43737e-11,1.25769,1.52675,1.8,1.25769,1.52675,4.43741e-11,1.25769,1.16247,4.00676e-11,1.97117,1.16247,1.16357,4.00666e-11,1.97111,1.16357,1.16316,4.0067e-11,1.97112,1.16316,1.16316,4.0067e-11,1.97112,1.16316,-1.28225e-11,8.33809e-12,-1.33653e-12,3.56749e-13,-1.0308e-08,
0.00706452,1.8,1.97112,0,1.16303,0,1.2576,1.8,1.53638,1.97112,1.16303,1.2576,1.53612,1.97112,1.16335,1.30884,1.8,1.97116,1.16226,1.31382,1.53612,1.8,1.31382,1.53612,1.64473e-10,1.31382,1.53638,1.8,1.30884,1.53638,1.3822e-10,1.30884,1.53612,1.8,1.2576,1.53612,4.43112e-11,1.2576,1.53638,1.8,1.2576,1.53638,4.43114e-11,1.2576,1.16226,4.00678e-11,1.97116,1.16226,1.16335,4.00668e-11,1.97112,1.16335,1.16303,4.00671e-11,1.97112,1.16303,1.16303,4.00671e-11,1.97112,1.16303,-2.62974e-12,1.38953e-11,-7.3329e-13,-5.58531e-12,-8.16194e-09,
0.00708983,1.8,1.97111,0,1.16277,0,1.25741,1.8,1.55084,1.97111,1.16277,1.25741,1.55065,1.97111,1.163,1.29187,1.8,1.97112,1.16193,1.29653,1.55065,1.8,1.29653,1.55065,1.00628e-10,1.29653,1.55084,1.8,1.29187,1.55084,8.7042e-11,1.29187,1.55065,1.8,1.25741,1.55065,4.42783e-11,1.25741,1.55084,1.8,1.25741,1.55084,4.42784e-11,1.25741,1.16193,4.00681e-11,1.97112,1.16193,1.163,4.00671e-11,1.97111,1.163,1.16277,4.00673e-11,1.97111,1.16277,1.16277,4.00673e-11,1.97111,1.16277,9.79187e-13,2.74427e-12,-4.13593e-13,2.68157e-12,-5.72505e-09,
0.00714046,1.8,1.97111,0,1.16225,0,1.25705,1.8,1.57014,1.97111,1.16225,1.25705,1.57002,1.97112,1.16239,1.2765,1.8,1.97113,1.16136,1.28045,1.57002,1.8,1.28045,1.57002,6.85708e-11,1.28045,1.57014,1.8,1.2765,1.57014,6.20698e-11,1.2765,1.57002,1.8,1.25705,1.57002,4.42748e-11,1.25705,1.57014,1.8,1.25705,1.57014,4.42748e-11,1.25705,1.16136,4.00686e-11,1.97113,1.16136,1.16239,4.00677e-11,1.97112,1.16239,1.16225,4.00678e-11,1.97111,1.16225,1.16225,4.00678e-11,1.97111,1.16225,1.75521e-12,8.3301e-12,-5.53711e-14,-4.26833e-12,-3.56496e-09,
0.00724171,1.8,1.97111,0,1.16121,0,1.25632,1.8,1.59317,1.97111,1.16121,1.25632,1.59309,1.97111,1.16128,1.26419,1.8,1.97112,1.16027,1.26684,1.59309,1.8,1.26684,1.59309,5.29883e-11,1.26684,1.59317,1.8,1.26419,1.59317,4.97803e-11,1.26419,1.59309,1.8,1.25632,1.59309,4.43048e-11,1.25632,1.59317,1.8,1.25632,1.59317,4.43048e-11,1.25632,1.16027,4.00696e-11,1.97112,1.16027,1.16128,4.00687e-11,1.97111,1.16128,1.16121,4.00687e-11,1.97111,1.16121,1.16121,4.00687e-11,1.97111,1.16121,1.43081e-12,-1.70976e-12,-2.36541e-13,2.99431e-12,-2.0127e-09,
0.00744422,1.8,1.97111,0,1.15912,0,1.255,1.8,1.61837,1.97111,1.15912,1.255,1.61832,1.97112,1.15917,1.25633,1.8,1.97112,1.15818,1.2572,1.61832,1.8,1.2572,1.61832,4.64301e-11,1.2572,1.61837,1.8,1.25633,1.61837,4.54401e-11,1.25633,1.61832,1.8,1.255,1.61832,4.4447e-11,1.255,1.61837,1.8,1.255,1.61837,4.44471e-11,1.255,1.15818,4.00714e-11,1.97112,1.15818,1.15917,4.00706e-11,1.97112,1.15917,1.15912,4.00706e-11,1.97111,1.15912,1.15912,4.00706e-11,1.97111,1.15912,1.04524e-12,5.18782e-12,4.04446e-14,-4.07536e-12,-1.08567e-09,
0.00784922,1.8,1.97111,0,1.15496,0,1.25235,1.8,1.64455,1.97111,1.15496,1.25235,1.6445,1.97111,1.15499,1.25224,1.8,1.97111,1.15404,1.25175,1.6445,1.8,1.25175,1.6445,4.48278e-11,1.25175,1.64455,1.8,1.25224,1.64455,4.45343e-11,1.25224,1.6445,1.8,1.25235,1.6445,4.47986e-11,1.25235,1.64455,1.8,1.25235,1.64455,4.47992e-11,1.25235,1.15404,4.00751e-11,1.97111,1.15404,1.15499,4.00743e-11,1.97111,1.15499,1.15496,4.00743e-11,1.97111,1.15496,1.15496,4.00743e-11,1.97111,1.15496,5.29435e-13,-3.47032e-12,-1.85602e-13,3.30283e-12,-5.7191e-10,
0.008,1.8,1.97111,0,1.15341,0,1.25141,1.8,1.65063,1.97111,1.15341,1.25141,1.65058,1.97112,1.15344,1.25138,1.8,1.97112,1.15251,1.25086,1.65058,1.8,1.25086,1.65058,4.50978e-11,1.25086,1.65063,1.8,1.25138,1.65063,4.51047e-11,1.25138,1.65058,1.8,1.25141,1.65058,4.49746e-11,1.25141,1.65063,1.8,1.25141,1.65063,4.49754e-11,1.25141,1.15251,4.00765e-11,1.97112,1.15251,1.15344,4.00757e-11,1.97112,1.15344,1.15341,4.00757e-11,1.97111,1.15341,1.15341,4.00757e-11,1.97111,1.15341,4.94978e-13,4.48383e-12,5.65403e-14,-4.14114e-12,-5.01069e-10,
0.008002,1.8,1.97112,0,1.1522,0.18,1.25079,1.8,1.6507,1.97112,1.1522,1.25079,1.65066,1.97112,1.15223,1.25078,1.8,1.97123,1.15132,1.25038,1.65066,1.8,1.25038,1.65066,1.43212e-11,1.25038,1.6507,1.8,1.25078,1.6507,1.37752e-11,1.25078,1.65066,1.8,1.25079,1.65066,1.41171e-11,1.25079,1.6507,1.8,1.25079,1.6507,1.41187e-11,1.25079,1.15132,7.09624e-09,1.97123,1.15132,1.15223,7.09693e-09,1.97112,1.15223,1.1522,7.0969e-09,1.97112,1.1522,1.1522,7.0969e-09,1.97112,1.1522,-3.09427e-12,-3.61716e-12,-4.30702e-09,-2.39114e-11,-5.20601e-10,
0.0080025,1.8,1.97112,0,1.15112,0.225,1.25025,1.8,1.65072,1.97112,1.15112,1.25024,1.65068,1.97112,1.15115,1.25024,1.8,1.9712,1.15024,1.24995,1.65068,1.8,1.24995,1.65068,-6.77624e-11,1.24995,1.65072,1.8,1.25024,1.65072,-6.84154e-11,1.25024,1.65068,1.8,1.25024,1.65068,-6.83947e-11,1.25024,1.65072,1.8,1.25025,1.65072,-6.83939e-11,1.25025,1.15024,2.1238e-08,1.9712,1.15024,1.15115,2.12402e-08,1.97112,1.15115,1.15112,2.12401e-08,1.97112,1.15112,1.15112,2.12401e-08,1.97112,1.15112,-1.27262e-11,-1.42379e-11,-4.20405e-09,-6.10666e-11,-6.01519e-10,
0.0080035,1.8,1.97112,0,1.13929,0.315,1.24471,1.8,1.65076,1.97112,1.13929,1.24471,1.65071,1.97112,1.13932,1.24471,1.8,1.97109,1.13844,1.24563,1.65071,1.8,1.24563,1.65071,-1.08475e-09,1.24563,1.65076,1.8,1.24471,1.65076,-1.08955e-09,1.24471,1.65071,1.8,1.24471,1.65071,-1.08953e-09,1.24471,1.65076,1.8,1.24471,1.65076,-1.08953e-09,1.24471,1.13844,1.97256e-07,1.97109,1.13844,1.13932,1.97275e-07,1.97112,1.13932,1.13929,1.97275e-07,1.97112,1.13929,1.13929,1.97275e-07,1.97112,1.13929,-1.40071e-10,-1.57031e-10,-4.81658e-09,-6.80571e-10,-1.55841e-09,
0.00800486,1.8,1.97112,0,0.888495,0.43727,1.11815,1.8,1.65081,1.97112,0.888495,1.11815,1.65076,1.97112,0.888527,1.11815,1.8,1.9711,0.888441,1.14306,1.65076,1.8,1.14306,1.65076,-1.77095e-08,1.14306,1.65081,1.8,1.11815,1.65081,-1.8126e-08,1.11815,1.65076,1.8,1.11815,1.65076,-1.81257e-08,1.11815,1.65081,1.8,1.11815,1.65081,-1.81257e-08,1.11815,0.888438,3.14806e-06,1.9711,0.888441,0.888524,3.14809e-06,1.97112,0.888527,0.888492,3.14808e-06,1.97112,0.888495,0.888492,3.14808e-06,1.97112,0.888495,-2.16215e-09,-2.38639e-09,-1.15588e-08,-9.7055e-09,-1.68089e-08,
0.00800508,1.8,1.97112,0,0.778591,0.456802,1.0619,1.8,1.65081,1.97112,0.778591,1.0619,1.65077,1.97112,0.778623,1.0619,1.8,1.9711,0.778873,1.09536,1.65077,1.8,1.09536,1.65077,-2.43014e-08,1.09536,1.65081,1.8,1.0619,1.65081,-2.60543e-08,1.0619,1.65077,1.8,1.0619,1.65077,-2.60536e-08,1.0619,1.65081,1.8,1.0619,1.65081,-2.60536e-08,1.0619,0.778869,4.57788e-06,1.9711,0.778873,0.778618,4.57779e-06,1.97112,0.778623,0.778587,4.57777e-06,1.97112,0.778591,0.778587,4.57777e-06,1.97112,0.778591,-3.26998e-09,-3.53919e-09,-1.24916e-08,-1.42594e-08,-2.32351e-08,
0.00800551,1.8,1.97112,0,0.45554,0.495866,0.879612,1.8,1.65083,1.97112,0.45554,0.879612,1.65079,1.97112,0.455571,0.879623,1.8,1.97111,0.456674,0.91211,1.65079,1.8,0.91211,1.65079,-2.1737e-08,0.91211,1.65083,1.8,0.879623,1.65083,-4.21482e-08,0.879623,1.65079,1.8,0.879612,1.65079,-4.21433e-08,0.879612,1.65083,1.8,0.879613,1.65083,-4.21431e-08,0.879612,0.456665,8.85896e-06,1.97111,0.456674,0.455562,8.85822e-06,1.97112,0.455571,0.455531,8.8582e-06,1.97112,0.45554,0.455531,8.8582e-06,1.97112,0.45554,-8.24386e-09,-7.95821e-09,-1.59706e-08,-2.76169e-08,-4.17814e-08,
0.00800559,1.8,1.97112,0,0.366038,0.503214,0.822436,1.8,1.65083,1.97112,0.366038,0.822435,1.65079,1.97113,0.366069,0.82245,1.8,1.97111,0.367386,0.850291,1.65079,1.8,0.850292,1.65079,-1.62184e-08,0.850291,1.65083,1.8,0.82245,1.65083,-4.17954e-08,0.82245,1.65079,1.8,0.822435,1.65079,-4.17899e-08,0.822435,1.65083,1.8,0.822436,1.65083,-4.17896e-08,0.822436,0.367376,9.88145e-06,1.97111,0.367386,0.366059,9.8804e-06,1.97113,0.366069,0.366028,9.88037e-06,1.97112,0.366038,0.366028,9.88037e-06,1.97112,0.366038,-9.9976e-09,-9.56272e-09,-1.63875e-08,-3.08299e-08,-4.59038e-08,
